Sample_ID,Sample_Name,Sample_NameLIMS,FID_comment,Sample_Project,Library Protocol,Mergefastq,Read length,Organism
Sample_24L008220,24L008220,3,user prepared 495ng sample in 11l  fill up to 25l,Project_1078,mRNA Ligation,True,100-10-10-100,mouse
